Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
strHab6-236.inc 1902 1983	chrW	1597689	1597808	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL1-La_lycPyr.inc 3035 3138	chrW	1617455	1617566	+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS3-int 1444 1960	chrW	1621430	1621953	+	524	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENS3-int 2052 2093	chrW	1622003	1622044	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 4504 4874	chrW	1622364	1622734	+	371	27	18	5	6	5	4	17	6	23	3	2	1	11	3
ERV3-3_StHa-I 4304 4455	chrW	1638503	1638657	-	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 421	chrW	1659707	1660128	+	422	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL12b_I 1 636	chrW	1660129	1660767	+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 416 2178	chrW	1660756	1662522	+	1767	0	1	0	0	0	0	0	0	2	3	0	0	0	0
droNovLTRL12a_I 2150 2293	chrW	1666443	1666586	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 377 421	chrW	1666586	1666630	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 1 512	chrW	1667961	1668425	-	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 684	chrW	1672509	1673131	+	623	0	0	0	0	0	0	1	0	1	0	0	0	0	0
droNovLTRL13b_I 3 1516	chrW	1676473	1678003	+	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2-Ld_I_corCor-int 2983 3295	chrW	1678505	1678817	+	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-22_PMaj-I 3957 4025	chrW	1679320	1679388	+	69	1	2	1	0	1	0	0	0	0	0	0	0	0	0
TguERVL2-Ld_I_corCor-int 3508 3742	chrW	1679415	1679643	+	229	0	0	0	0	3	0	0	0	0	5	0	0	0	0
droNovLTRL10_LTR 1 357	chrW	1679837	1680124	+	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 587 713	chrW	1680119	1680245	+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 719 903	chrW	1680349	1680533	+	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 45 926	chrW	1682833	1683719	+	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 256 526	chrW	1686191	1686470	+	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 293 1174	chrW	1692403	1693312	-	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 24 169	chrW	1706845	1706990	+	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK9_I-int 4827 5879	chrW	1714863	1715909	-	1047	0	4	0	0	1	0	0	0	0	1	0	0	0	0
ERV2-4_StHa-I 4647 5427	chrW	1715183	1715973	-	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRK6.inc 6 268	chrW	1715696	1715876	+	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK7_I-int 5285 5408	chrW	1715877	1716000	-	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRK6.inc 269 395	chrW	1716001	1716085	+	85	0	3	1	0	1	0	1	0	0	0	0	0	0	0
ERV2-4_StHa-I 2252 4053	chrW	1716348	1718217	-	1870	16	50	6	2	10	3	3	1	3	3	1	0	0	0
droNovLTRL12c_LTR 1 143	chrW	1720339	1720481	+	143	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL12c_LTR 137 421	chrW	1726864	1727148	+	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2 1541	chrW	1733374	1734951	-	1578	2	0	0	0	0	3	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 1540	chrW	1747517	1749092	+	1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1541 4044	chrW	1749135	1751661	+	2527	0	0	0	0	0	0	0	2	3	0	0	0	0	0
droNovLTRK2b_I 2528 3420	chrW	1763876	1764768	-	893	0	7	5	0	2	1	1	0	0	0	1	0	0	0
droNovLTR7.inc 887 1802	chrW	1764767	1765670	-	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 2140	chrW	1764944	1767069	-	2126	0	10	2	1	2	3	0	0	0	0	0	0	0	0
droNovLTRK2b_I 70 390	chrW	1767070	1767238	-	169	0	0	2	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 3349 3860	chrW	1768207	1768718	-	512	0	3	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 1 130	chrW	1768719	1768848	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 488 537	chrW	1770349	1770400	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1266 1317	chrW	1771440	1771491	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 863 1270	chrW	1772418	1772816	-	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 543 1032	chrW	1772830	1773235	-	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 451 620	chrW	1773236	1773395	-	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 952 2608	chrW	1773915	1775577	+	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2212 2429	chrW	1777403	1777621	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 118 430	chrW	1777664	1777973	+	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 178 343	chrW	1779732	1779885	+	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 741 5375	chrW	1791923	1795366	-	3444	3	0	3	6	1	0	0	0	1	1	0	0	2	0
strHab5-2680.inc 3 740	chrW	1795875	1796421	-	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 516 724	chrW	1808860	1809072	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 1512	chrW	1809370	1810901	-	1532	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL13b_LTR 130 440	chrW	1810902	1811220	-	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2674 4045	chrW	1815971	1817353	+	1383	0	0	0	0	0	1	0	3	5	0	0	0	0	0
droNovLTR3_LTR 291 1053	chrW	1851755	1852504	+	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 402 6071	chrW	1872988	1878631	-	5644	0	0	0	0	1	0	0	0	0	4	0	0	0	0
droNovLTRL13b_I 2388 3087	chrW	1888474	1889113	-	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL18-int 2132 2563	chrW	1889255	1889684	-	430	0	4	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1222 1997	chrW	1917012	1917789	-	778	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-3_StHa-I 4042 4731	chrW	1918165	1918519	-	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-1_MUn-I 2332 2470	chrW	1919819	1919957	-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 23 295	chrW	1926387	1926626	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 297 5293	chrW	1939805	1943243	-	3439	2	1	2	3	0	0	0	0	1	0	1	0	0	3
strHab5-2680.inc 3 296	chrW	1943752	1943952	-	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 158 225	chrW	1945166	1945232	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1001 1193	chrW	1952162	1952305	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 39 768	chrW	1981143	1981831	+	689	0	1	0	0	0	0	1	0	1	0	0	0	0	0
droNovLTRL12a_I 86 1021	chrW	1985786	1986726	-	941	0	0	0	1	0	1	1	0	0	0	0	0	0	0
droNovLTRL12a_LTR 1 212	chrW	1986725	1986935	-	211	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 2348	chrW	1994157	1996592	+	2436	0	1	0	0	0	1	1	3	6	0	1	0	0	0
droNovLTRL12a_I 3277 4045	chrW	1996592	1997363	+	772	0	0	0	2	1	2	1	0	4	1	0	0	0	0
ERV3-18_PMaj-I 2761 3228	chrW	2000222	2000665	+	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 3365 3962	chrW	2001525	2002124	+	600	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GGERVL-B-int 3959 5178	chrW	2006345	2007552	+	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-23_PMaj-I 2669 3324	chrW	2006971	2007634	+	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 741 863	chrW	2099431	2099553	+	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 44	chrW	2099663	2099706	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn3-84 2700 2819	chrW	2100300	2100419	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-22_PMaj-I 2940 3048	chrW	2100321	2100425	+	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 260 421	chrW	2100477	2100638	+	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 1836 1992	chrW	2142193	2142350	-	158	0	35	0	0	2	0	0	0	0	0	0	6	0	0
TguLTR11-La_droNov_LTR 248 565	chrW	2147981	2148331	-	351	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 665	chrW	2154860	2155483	+	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 46 169	chrW	2159604	2159730	+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 162 526	chrW	2159766	2160107	+	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 660 720	chrW	2160995	2161054	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-La_lycPyr.inc-int 1319 1711	chrW	2168301	2168468	-	168	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 3622 4841	chrW	2168962	2170179	-	1218	0	0	0	0	0	1	0	0	0	0	0	0	0	0
calAnn5-144.inc 1529 1651	chrW	2170264	2170386	-	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 1491 1550	chrW	2170747	2170806	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 224 897	chrW	2173023	2173718	-	696	0	1	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR8.inc 4294 4569	chrW	2173501	2173767	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 240	chrW	2173735	2173974	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3309 4045	chrW	2180500	2181233	-	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 3314	chrW	2181614	2183747	-	2134	1	0	0	0	1	0	0	2	5	0	0	0	0	0
droNovLTRL12b_I 1580 1663	chrW	2183967	2184048	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 848 1021	chrW	2184065	2184238	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 1573	chrW	2184236	2185814	-	1579	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 3361 3899	chrW	2187924	2188467	-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2318 3197	chrW	2189254	2190130	-	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1630 3031	chrW	2191191	2192247	-	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2 1017	chrW	2195218	2196215	-	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 406 440	chrW	2196971	2197005	-	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 507 2047	chrW	2196993	2198448	-	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 244 413	chrW	2199821	2199998	+	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 523 661	chrW	2200075	2200140	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 662 1035	chrW	2200292	2200464	+	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 526	chrW	2203023	2203528	+	506	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 266 710	chrW	2206966	2207390	-	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 548 1046	chrW	2229589	2229906	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 120 169	chrW	2230925	2230974	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1877 3087	chrW	2234683	2235893	-	1211	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL1_LTR 1 55	chrW	2250564	2250623	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3815 3907	chrW	2266405	2266497	-	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1629 2792	chrW	2266500	2267670	-	1171	3	3	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 569	chrW	2275815	2276390	+	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2935 4045	chrW	2276814	2277925	-	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2318 2710	chrW	2277924	2278309	-	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 565 840	chrW	2283158	2283434	+	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 217 1054	chrW	2285056	2285602	-	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-236.inc 1819 1978	chrW	2299612	2299781	-	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS3-int 4882 4987	chrW	2299865	2299974	-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 447 2062	chrW	2300138	2301697	-	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 34 440	chrW	2308860	2309265	+	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-int 2368 4821	chrW	2320648	2323121	-	2474	0	1	0	0	1	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 115 565	chrW	2323135	2323601	+	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 102 565	chrW	2323638	2331008	+	7371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 66 421	chrW	2333074	2333396	-	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 90	chrW	2338070	2338156	+	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_LTR 193 385	chrW	2340438	2340651	+	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 245	chrW	2340631	2340783	+	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 246 1166	chrW	2341155	2341724	+	570	2	1	4	1	1	0	0	0	0	0	0	12	1	1
strHab5-1640.inc 334 345	chrW	2353399	2353418	-	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 115 964	chrW	2353798	2354650	-	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 132 251	chrW	2354913	2355075	-	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 222 564	chrW	2358600	2358982	+	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 3702 4261	chrW	2364751	2365317	+	567	0	0	0	0	0	2	0	0	0	0	5	0	0	0
droNovLTRK2b_I 1555 1613	chrW	2365307	2365364	+	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 222 894	chrW	2370526	2371235	-	710	3	1	1	1	5	1	0	0	0	1	0	0	0	0
droNovLTRL3_LTR 348 863	chrW	2394148	2394659	-	512	1	3	0	1	1	1	0	0	0	0	0	0	0	0
droNov6-3182.inc 1567 2642	chrW	2413245	2414311	-	1067	0	0	0	0	1	2	5	1	0	0	1	0	0	0
droNovLTRL12b_I 1582 1624	chrW	2415767	2415809	+	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-22_PMaj-I 2726 2816	chrW	2416020	2416030	+	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERV10_RT-int 74 153	chrW	2416031	2416110	+	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 2735	chrW	2416244	2417379	+	1136	0	3	0	0	1	1	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 4 347	chrW	2417375	2417725	-	351	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2831 3087	chrW	2428416	2428682	-	267	0	0	0	0	0	0	2	1	1	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 3 964	chrW	2428685	2429624	+	940	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL13b_I 2435 2835	chrW	2429625	2430025	-	401	1	2	0	0	1	0	0	0	0	1	0	0	0	0
droNovLTRL12b_LTR 1 118	chrW	2430026	2430143	+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 114 421	chrW	2431383	2431677	+	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 766	chrW	2431678	2432443	+	766	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 963 2437	chrW	2432452	2433936	-	1485	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL13b_I 1 692	chrW	2433938	2434618	-	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 936 1318	chrW	2442392	2442818	-	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 258 935	chrW	2442866	2443549	-	684	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRK2b_I 1458 1627	chrW	2444874	2445034	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1845 4045	chrW	2451892	2454086	-	2195	0	4	0	0	3	0	0	0	0	0	3	0	0	0
droNovLTRK3_I 704 1137	chrW	2457708	2458098	-	391	4	6	5	24	2	2	0	0	0	3	0	2	2	47
ERV2-7_StHa-I 156 466	chrW	2458134	2458436	-	303	5	0	1	6	0	0	0	0	0	0	0	0	2	3
droNovLTRK3_I 37 577	chrW	2458437	2458609	-	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 1889	chrW	2459015	2460900	-	1886	0	0	2	2	0	0	4	0	0	2	3	0	0	0
TguERV1_I-int 7018 7109	chrW	2470926	2471017	-	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-236.inc 1828 1970	chrW	2471018	2471077	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2249 2468	chrW	2471879	2472100	-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 726	chrW	2472096	2472820	-	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 268	chrW	2480556	2480708	+	153	1	0	0	2	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 269 1150	chrW	2481080	2481579	+	500	2	3	3	4	2	0	0	1	0	1	15	0	2	1
droNovLTRK3_I 4243 4363	chrW	2485668	2485787	-	120	1	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRK1_I 953 5884	chrW	2486021	2490960	-	4940	8	59	34	23	15	6	3	4	8	2	4	18	5	8
droNovLTRK3_I 3693 4249	chrW	2492188	2492747	-	560	1467	1718	1626	1183	1623	16	25	4	6	1	0	4	2	19
droNovLTRK3_I 713 1163	chrW	2495748	2496201	-	454	12	13	4	10	2	0	1	0	0	2	1	2	17	5
ERV2-7_StHa-I 91 466	chrW	2496287	2496646	-	360	3	1	3	0	0	0	0	0	0	0	1	0	2	0
droNovLTRL12c_LTR 377 421	chrW	2516299	2516343	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 6 79	chrW	2516340	2516413	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1629 2582	chrW	2518565	2519518	-	954	0	0	0	0	0	0	0	1	1	0	0	0	0	0
droNovLTRL12b_I 1 1017	chrW	2519646	2520662	-	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 3 185	chrW	2520670	2520851	-	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 352 526	chrW	2529127	2529173	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 343	chrW	2529726	2530082	-	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 4 208	chrW	2534930	2535147	+	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 437 1026	chrW	2544601	2545098	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1024 1279	chrW	2545437	2545680	+	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 2037	chrW	2549765	2551818	-	2054	1	1	0	0	1	1	0	0	0	2	0	0	0	0
Soprano-Lc_droNov_I-int 5834 5950	chrW	2558881	2558981	-	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 3359 5837	chrW	2559046	2561188	-	2143	0	0	0	4	7	1	4	5	6	1	0	0	0	3
Soprano-Lc_droNov_I-int 113 4033	chrW	2568109	2571418	-	3310	0	6	0	3	4	0	0	0	1	0	0	0	0	0
calAnn4-903 1378 1492	chrW	2571445	2571575	-	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 588 721	chrW	2574461	2574587	+	127	5	0	3	2	0	0	0	0	0	0	0	0	0	0
calAnnLTRK5c_I 1225 1390	chrW	2575234	2575399	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK9_I-int 3493 4957	chrW	2575582	2576504	+	923	381	705	469	317	288	10	4	5	5	1	0	12	0	0
droNovLTRK2b_I 2679 3188	chrW	2576565	2577071	+	507	23	63	35	24	25	0	2	1	2	0	0	0	0	0
droNovLTRL12a_I 1 40	chrW	2589993	2590032	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 338 421	chrW	2590033	2590113	-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 801 1021	chrW	2590100	2590320	+	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1629 2863	chrW	2591258	2592663	+	1406	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GGERV20_I-int 4098 4330	chrW	2593299	2593531	+	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2448 3110	chrW	2593707	2594372	+	666	0	0	0	0	0	0	0	1	2	0	0	0	0	0
droNovLTRL12a_I 3485 4045	chrW	2594373	2594936	+	564	0	2	2	3	7	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 93 430	chrW	2639422	2639754	-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL18-int 2164 2732	chrW	2640436	2640958	-	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 180 421	chrW	2644041	2644284	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 784	chrW	2644716	2645501	+	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1790 2501	chrW	2645499	2646209	-	711	0	0	1	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1010 1836	chrW	2646620	2647465	-	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 19 891	chrW	2649270	2649791	+	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 892 1046	chrW	2650103	2650193	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 342	chrW	2659665	2659990	-	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 2 2088	chrW	2661308	2663387	+	2080	0	16	1	0	5	0	0	0	0	0	0	3	1	0
Soprano-Lc_droNov_LTR 405 572	chrW	2663386	2663555	+	170	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 908 1195	chrW	2663549	2663842	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERV10_RT-int 3474 3624	chrW	2668262	2668403	+	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERV10_RT-int 4098 4324	chrW	2668825	2669051	+	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 241 430	chrW	2676924	2677092	+	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 3894 4045	chrW	2683133	2683284	-	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 3401 3722	chrW	2683364	2683685	-	322	0	1	0	3	0	0	0	0	1	0	0	0	0	0
droNovLTRL12a_I 1 3544	chrW	2683684	2687291	-	3608	1	5	1	4	8	0	1	0	1	4	2	0	0	0
droNovLTRL1_LTR 1 148	chrW	2691784	2691944	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
