Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL5_LTR 300 498	chr1	194014123	194014334	-	212	9	6	3	1	2	6	0	3	2	4	8	1	7	3
droNovLTRL2_LTR 195 829	chr1	194068731	194069344	-	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 317 511	chr1	194131353	194131552	-	200	0	0	0	0	2	2	1	2	0	1	0	0	0	1
droNovLTRL2_LTR 543 742	chr1	194181851	194182067	-	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 284 521	chr1;chr3;chr8	194212341;18091020;35185447	194212595;18091260;35185693	-;-;-	743	0	0	0	0	0	17	4	2	8	0	0	0	0	0
droNovLTRL2_LTR 511 1314	chr1	194371404	194372130	+	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 765 1318	chr1	194391256	194391813	+	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 201	chr1	194504136	194504336	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 254 1054	chr1	194504336	194505127	+	792	0	0	0	0	0	0	0	0	1	1	0	0	0	0
droNovLTR3_LTR 19 292	chr1	194558045	194558271	+	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 161	chr1;chr2;chr4a;chr5	194574050;15110921;1266651;22743275	194574208;15111079;1266808;22743434	-;-;-;+	636	0	0	0	2	0	0	0	0	0	0	0	0	0	1
droNovLTRL2_LTR 1028 1314	chr1	194578945	194579218	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 307 519	chr1	194633068	194633291	-	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 3 149	chr1	194751084	194751230	+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 157 1052	chr1	194751279	194752135	+	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_LTR 1 79	chr1	194828822	194828889	+	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_LTR 1 86	chr1	194828886	194828971	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 829	chr1;chr3	194837380;74075658	194838187;74076433	+;-	1584	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL2_LTR 765 1206	chr1	194838250	194838704	+	455	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1207 1317	chr1	194838753	194838857	+	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 389	chr1	194906609	194906996	-	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 887 1054	chr1	194907513	194907664	-	152	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR3_LTR 184 683	chr1	194907838	194908326	-	489	0	0	0	0	0	0	2	0	0	0	0	0	0	0
droNovLTR3_LTR 1 95	chr1;chr1	194908357;195760548	194908449;195760643	-;-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 399 656	chr1	195262803	195263065	-	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 28 394	chr1	195263170	195263481	-	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 49 126	chr1	195378153	195378231	+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 60 840	chr1	195633476	195634303	+	828	1	3	1	1	0	5	3	1	2	0	0	0	3	0
droNovLTRL10_LTR 1 295	chr1	195753060	195753353	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 353	chr1;chr13	195759858;2404185	195760200;2404521	+;+	680	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 395	chr1	195761200	195761583	-	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 258 656	chr1	195780310	195780703	+	394	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 911 1161	chr1;chr1;chr3	195804212;195812516;19926224	195804441;195812745;19926453	-;-;-	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 2 910	chr1;chr1;chr3	195804477;195812779;19926489	195805359;195813662;19927372	-;-;-	2651	0	1	1	0	2	0	0	0	0	0	0	1	1	0
ENS1-int 5947 6071	chr1	195805360	195805490	-	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 2150 2313	chr1;chr2	195806562;32483429	195806726;32483593	+;-	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS1-int 2808 5543	chr1	195807472	195810213	-	2742	56	95	39	15	18	17	37	17	28	11	1	12	18	9
ERV3-2_StHa-I 1199 1264	chr1;chr1;chr3	195811043;197879892;27041435	195811053;197879902;27041445	-;-;+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS1-int 1512 1960	chr1	195811054	195811505	-	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 744 1198	chr1;chr1;chr3	195811506;197880355;27040917	195811572;197880421;27041006	-;-;+	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 891 1261	chr1	195891259	195891607	-	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 495 863	chr1	195894547	195894907	-	361	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR3_LTR 724 1046	chr1	195992194	195992518	-	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 159 455	chr1	195992529	195992822	-	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 33 626	chr1	196016528	196017129	+	602	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTRL5_LTR 362 744	chr1	196031791	196032141	-	351	0	1	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTRL2_LTR 314 551	chr1	196032143	196032364	+	222	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTRL2_LTR 552 623	chr1	196032419	196032491	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1006 1033	chr1	196070988	196071018	-	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 740 1005	chr1	196071049	196071136	-	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 739	chr1	196071599	196071838	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 574 893	chr1	196075775	196076079	-	305	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TguLTR11-Lc_droNov_LTR 1 1185	chr1;chr23	196128179;370079	196129133;371056	-;+	1933	4	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 3 1050	chr1	196154753	196155757	-	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL1_I-int 4147 4212	chr1	196181735	196181797	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 911 1054	chr1	196202527	196202663	+	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 976 1054	chr1	196202711	196202793	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 732	chr1	196202783	196203479	-	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 310 412	chr1	196222304	196222406	-	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 121 353	chr1;chr2;chr6	196234952;124871995;21660847	196235117;124872218;21661000	-;+;-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 129 183	chr1	196235170	196235222	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 180 477	chr1	196235213	196235525	-	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 120 179	chr1	196235578	196235637	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 227 656	chr1	196254555	196254959	-	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 15 272	chr1	196288434	196288700	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 139 720	chr1	196291647	196292264	-	618	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTRL9_LTR 6 127	chr1;chr3	196292327;25118635	196292448;25118745	-;-	233	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 377 510	chr1	196327591	196327723	+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 669 711	chr1	196327757	196327799	+	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 878 1139	chr1	196327782	196328048	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 707 1042	chr1	196353390	196353475	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 179 359	chr1	196353755	196353942	-	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 117 840	chr1	196354006	196354740	-	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 917 1054	chr1	196472232	196472368	-	137	0	0	0	0	0	0	4	0	0	0	0	0	0	0
droNovLTR3_LTR 408 511	chr1	196472469	196472573	-	105	0	0	0	0	0	0	7	0	0	0	0	0	0	0
droNovLTR3_LTR 24 254	chr1	196485568	196485781	+	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 325 640	chr1	196485805	196486131	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 22 688	chr1	196496042	196496682	+	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 829 1054	chr1	196496793	196496972	+	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 2 258	chr1	196515428	196515695	+	268	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 821	chr1	196515856	196516737	-	882	0	0	0	0	1	0	2	0	0	0	0	1	0	0
TguLTRL2b4 730 782	chr1	196618487	196618538	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 24 761	chr1	196625804	196626553	+	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 980 1137	chr1	196664985	196665140	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I_Ucy-int 2475 2799	chr1	196718549	196718873	+	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1677 2468	chr1	196718959	196719744	+	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-236.inc 1902 1981	chr1	196720636	196720717	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 388 875	chr1	196750137	196750587	+	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 876 1046	chr1	196750620	196750780	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1458 1623	chr1	196769131	196769296	-	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 405	chr1	196804401	196804803	-	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 12 522	chr1	196819747	196819777	+	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 415	chr1	196824713	196825108	+	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 25 410	chr1	196838896	196839293	+	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 3 1013	chr1	196847017	196848042	-	1026	0	0	2	1	2	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 5823 5948	chr1	196865710	196865837	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 2276 2756	chr1	196867673	196868153	-	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-478.inc 3363 3394	chr1	196869410	196869441	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 546 964	chr1	196901907	196902356	-	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 581	chr1	196908732	196909372	-	641	1	0	0	2	0	1	2	0	7	0	0	1	2	0
droNovLTRL2_LTR 1 506	chr1	196972463	196972972	+	510	0	0	0	0	0	0	2	0	0	0	0	0	0	0
droNovLTR3_LTR 30 269	chr1	196987605	196987853	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 399	chr1	196989182	196989614	+	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 950 1054	chr1	196990001	196990112	+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 595	chr1	196996148	196996734	+	587	0	0	0	0	1	0	0	0	1	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 910 1161	chr1	196996747	196997008	+	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 794	chr1	197004097	197004821	+	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 790 863	chr1	197005994	197006067	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 466	chr1	197035231	197035718	+	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 940 1318	chr1;chr2	197043385;22959124	197043808;22959491	-;+	792	2	4	1	1	0	1	1	1	1	0	0	0	2	0
droNovLTRL2_LTR 9 939	chr1	197043862	197044821	-	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 220 866	chr1	197080190	197080835	-	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 3 326	chr1	197080897	197081197	-	301	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 949 1318	chr1	197090182	197090540	-	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 734 862	chr1	197090557	197090685	-	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 46 346	chr1	197090693	197090988	-	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 514	chr1	197143355	197143720	-	366	0	0	0	0	0	2	0	0	3	0	0	0	0	0
droNovLTR3_LTR 64 641	chr1	197180093	197180635	+	543	0	0	0	0	0	1	0	0	0	0	1	0	0	0
droNovLTRL5_LTR 319 730	chr1	197369358	197369766	-	409	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 10 122	chr1	197488436	197488552	-	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 330 394	chr1	197498400	197498469	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 344 1045	chr1	197504282	197504951	-	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 204	chr1	197505932	197506138	-	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 72 437	chr1	197573356	197573532	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 438 522	chr1	197573761	197573799	+	39	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 5 204	chr1	197579761	197579832	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 282 520	chr1	197580789	197581009	+	221	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 2 1185	chr1	197609995	197610947	+	953	0	0	0	0	0	1	0	1	2	2	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 6 757	chr1;chr17	197693741;13038206	197694502;13039071	-;-	1628	87	134	83	60	113	72	84	107	96	15	13	39	100	65
droNovLTRL12b_LTR 81 421	chr1	197745560	197745900	+	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1612 2451	chr1	197747125	197747966	+	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2318 2813	chr1	197748960	197749455	+	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2874 3907	chr1	197791008	197792051	-	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 2468	chr1	197792934	197793791	-	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 912 1021	chr1	197794016	197794125	-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 208	chr1	197794134	197794335	-	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 3250 5810	chr1;chr21;chr4	197876032;9343543;53259283	197878232;9345746;53261447	-;-;-	6570	0	0	0	0	0	1	4	0	2	0	0	0	0	0
droNovLTR3_LTR 1 466	chr1;chr2	197910441;86859366	197910938;86859805	+;-	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 684 1047	chr1	197910944	197911282	+	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 255	chr1	197968390	197968646	-	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 10 785	chr1	198002476	198003168	-	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7i_LTR-Lb_lycPyr 5741 5810	chr1	198030849	198030920	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 19 768	chr1;chr3	198067769;16774469	198068550;16775180	-;+	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 20 480	chr1	198156152	198156576	+	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 446 1047	chr1	198385928	198386508	+	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 529 859	chr1	198417446	198417787	-	342	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 3 528	chr1	198417833	198418325	-	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 599 1016	chr1	198479451	198479803	-	353	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 256 677	chr1	198479797	198480207	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 663 837	chr1	198567835	198567867	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 45 483	chr1	198568123	198568538	-	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 34 135	chr1	198613576	198613672	+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 295 493	chr1	198702786	198702973	-	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_MUn-I 5496 5560	chr1	198726452	198726521	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 119 519	chr1	198777335	198777741	-	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK7_I-int 1667 1708	chr1	198890871	198890912	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 52 144	chr1	199333728	199333838	+	111	3	0	0	0	0	0	0	0	0	0	0	0	0	1
calAnn6-16843 983 1238	chr1	199362802	199363047	+	246	1	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-16843 2071 2191	chr1	199363052	199363172	+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 365	chr1	199429847	199430201	+	355	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR3_LTR 441 1054	chr1	199430293	199430873	+	581	0	0	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTR3_LTR 1 271	chr1	199449405	199449684	+	280	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR3_LTR 338 1031	chr1	199449794	199450371	+	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 6 558	chr1	199673856	199674406	-	551	1	4	1	0	0	0	0	0	0	0	0	0	2	2
TguLTRL2a4 657 691	chr1	199710837	199710871	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 473	chr1	199800822	199801294	+	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 694 1195	chr1	199801295	199801805	+	511	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 308 644	chr1	199918733	199919065	-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 187 459	chr1	199956010	199956266	+	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 352 765	chr1	200324996	200325390	+	395	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 30 750	chr1	200863220	200863957	-	738	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERV3-4_ACC-L_droNov_LTR 15 305	chr1	201071909	201072178	+	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 253 757	chr1;chr2	201072182;17107869	201072463;17108371	+;+	785	0	0	0	0	2	2	0	1	0	0	0	0	0	0
droNovLTR3_LTR 1 682	chr1	201239928	201240562	+	635	0	0	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTRL2_LTR 258 1295	chr1	201284971	201285686	-	716	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 210 299	chr1	201285688	201285776	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-2322.inc 1190 1247	chr1	201336090	201336148	+	59	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ERV3-1_GG-LTR 330 399	chr1	201485938	201486003	+	66	2	0	0	3	0	0	0	0	0	3	0	0	0	1
droNovLTR3_LTR 937 1044	chr1	201578241	201578306	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 936	chr1	201578648	201579209	-	562	0	0	0	0	0	1	2	0	1	0	0	0	0	0
droNovLTR3_LTR 1 628	chr1	201702207	201702761	-	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 314 343	chr1	202110149	202110177	+	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 344 389	chr1	202110218	202110263	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 437 500	chr1	202174897	202174961	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-5_StHa-I 1321 1402	chr1	202178732	202178821	+	90	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERV3-1_GG-LTR 327 396	chr1	202212683	202212750	-	68	0	0	0	0	0	0	1	0	0	0	0	1	0	0
droNovLTRL2_LTR 544 1307	chr1	202381701	202382514	+	814	0	0	0	0	0	0	1	0	0	0	0	0	0	0
calAnn6-2469.inc 1681 1731	chr1	202382812	202382861	+	50	0	0	0	0	0	1	2	0	0	0	0	0	0	0
droNovLTRL2_LTR 343 569	chr1	202900102	202900312	-	211	0	0	1	0	0	0	0	0	0	0	0	0	0	0
strHab5-655.inc 5933 5979	chr1	202919087	202919133	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 884 1137	chr1	203181876	203182123	-	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 552 883	chr1	203182235	203182556	-	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 65 755	chr1	203197333	203198284	+	952	0	0	0	1	0	7	0	4	2	0	1	0	0	2
droNovLTRL1_LTR 1 85	chr1;chr2	203603270;108899200	203603348;108899274	-;+	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 2 53	chr1	203789752	203789804	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 51 377	chr1	203789856	203790206	+	351	12	20	14	3	1	0	0	0	0	0	0	4	7	12
droNovLTRL5_LTR 128 768	chr1	203811730	203812331	+	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 537 862	chr1	203882755	203883081	-	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 349 511	chr1	203882998	203883172	+	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 473 561	chr1	204126051	204126139	+	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 209 385	chr1	204143235	204143403	+	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 363 1046	chr1;chr3	204143422;18842413	204144041;18843031	+;+	1239	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Soprano-Lc_droNov_LTR 1018 1195	chr1;chr2	204207046;105562779	204207187;105562919	-;-	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 2 1017	chr1;chr2	204207233;105562962	204208228;105563957	-;-	1992	10	5	0	1	9	0	0	0	0	1	0	0	7	0
Soprano-Lc_droNov_I-int 5951 6071	chr1;chr2;chr2;chr2	204208229;8613747;33301186;83941067	204208360;8613867;33301310;83941191	-;-;-;-	503	4	0	0	1	0	0	0	0	1	1	0	1	1	1
Soprano-Lc_droNov_I-int 113 5833	chr1	204208660	204215026	-	6367	12	15	2	6	26	2	0	1	3	8	5	4	18	1
Soprano-Lc_droNov_I-int 2662 7157	chr1	204277020	204279789	+	2770	0	1	0	1	1	0	0	0	0	0	0	3	0	0
droNovLTR3_LTR 2 1032	chr1	204617163	204618175	+	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 673 964	chr1	204742504	204742771	-	268	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TguERV7_I-Lb_corCor-int 234 290	chr1	204742772	204742828	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 672	chr1	204742829	204743441	-	613	0	0	0	0	0	0	0	0	0	0	0	0	0	1
