Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNov5-3049.inc 1 398	chrZ	7429146	7429522	+	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 526 637	chrZ	7469517	7469629	+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 4 673	chrZ	7545138	7545818	+	681	2	15	18	5	12	7	7	9	11	6	1	11	6	39
strHab6-2525.inc 455 998	chrZ	7691872	7692240	-	369	0	5	1	2	0	0	0	0	0	0	0	0	1	4
strHab6-2525.inc 183 214	chrZ	7692252	7692283	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 137 182	chrZ	7692324	7692373	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 110	chrZ	7692468	7692606	-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 4460 5310	chrZ	7781270	7782109	+	840	0	0	2	0	0	1	1	2	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 5473 5833	chrZ	7782110	7782562	+	453	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ERV1-5_StHa-I 4142 4471	chrZ	7785322	7785845	-	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 1731 2332	chrZ	7787639	7788237	-	599	4	0	0	0	0	0	0	1	0	1	0	0	0	0
strHab5-2680.inc 844 1730	chrZ	7788272	7788851	-	580	0	0	0	0	0	0	0	2	0	0	0	0	0	0
strHab5-2680.inc 3 843	chrZ	7789373	7789919	-	547	0	3	3	1	1	0	1	0	0	0	1	1	0	0
droNovLTR3_LTR 22 121	chrZ	8046340	8046436	-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 492 537	chrZ	8065076	8065117	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 199 498	chrZ	8184661	8185006	+	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 924 1044	chrZ	8185007	8185130	+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1020 1287	chrZ	8185183	8185435	+	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 140 203	chrZ	8186964	8187023	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 705	chrZ	8244787	8245461	+	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 927 1316	chrZ	8245491	8245889	+	399	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 175 866	chrZ	8251805	8252609	+	805	0	12	0	0	1	0	1	0	0	5	0	0	1	0
droNovLTRL2_LTR 279 635	chrZ	8258436	8258762	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 555 714	chrZ	8258771	8258929	+	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 207 330	chrZ	8271618	8271740	+	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 240 291	chrZ	8271751	8271802	+	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 681 709	chrZ	8272002	8272013	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_I-Lb_corCor-int 216 286	chrZ	8272014	8272083	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 710 916	chrZ	8272084	8272160	+	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 324 677	chrZ	8272191	8272516	+	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 182 274	chrZ	8573838	8573931	-	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 32 736	chrZ	8761759	8762468	+	710	0	2	2	0	1	1	2	0	0	0	0	1	1	0
droNovLTRL2_LTR 104 624	chrZ	9035028	9035510	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 829 846	chrZ	9035498	9035515	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 847 1317	chrZ	9035656	9035946	+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-3_StHa-I 1896 1928	chrZ	9213099	9213131	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 361 396	chrZ	9244194	9244229	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2-LTR-Lb_lycPyr 205 263	chrZ	9297617	9297671	-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1330 1392	chrZ	9341695	9341754	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 270 485	chrZ	9656900	9657123	+	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 6 500	chrZ	9762134	9762568	-	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-12_GG-I 5825 5891	chrZ	10144783	10144854	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1340 1386	chrZ	10182643	10182689	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_N1_I-int 4374 4414	chrZ	10209376	10209416	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I_Ucy-int 2435 2911	chrZ	10713571	10714041	+	471	0	0	0	0	0	0	0	1	0	0	0	0	1	0
droNovLTRL2_LTR 785 1318	chrZ	10722270	10722792	-	523	2	0	2	2	5	5	6	2	3	0	0	6	5	0
droNovLTRL2_LTR 540 870	chrZ	10722813	10723160	-	348	0	0	0	0	0	0	1	0	1	0	0	1	1	0
droNovLTRL2_LTR 8 648	chrZ	10723143	10723778	-	636	1	6	6	2	3	3	3	1	1	0	0	3	15	1
ENS3-int 4882 4939	chrZ	10769588	10769645	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 952 1033	chrZ	10769998	10770079	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-655.inc 3923 3992	chrZ	10770529	10770598	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2506 2831	chrZ	10770993	10771314	-	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 2 718	chrZ	11437799	11438572	+	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 198 767	chrZ	11509807	11510353	-	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 282 512	chrZ	11516655	11516884	+	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1127 1318	chrZ	11616617	11616797	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 3104 3925	chrZ	11638025	11638848	-	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 1272 1812	chrZ	11638831	11639374	-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 2422 4103	chrZ	11639364	11641046	-	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 235 809	chrZ	11653362	11653922	-	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_I 962 1808	chrZ	11685582	11686455	-	874	5	6	3	4	1	1	0	0	3	0	0	1	0	1
droNovLTRK1_I 2 961	chrZ	11686490	11687454	-	965	3	7	0	14	2	1	0	0	6	72	39	0	6	1
strHabLTRL6_LTR 1 100	chrZ	11713248	11713350	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 186 551	chrZ	11737006	11737371	-	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 79 122	chrZ	11737409	11737453	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 294 1028	chrZ	11846751	11847503	-	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4b-b_Ucy 919 977	chrZ	11923350	11923413	+	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 4 421	chrZ	11942896	11943309	-	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 37 623	chrZ	11961584	11962174	+	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 77 766	chrZ	11977274	11977885	-	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 1 76	chrZ	11977930	11978005	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 6 94	chrZ	12015081	12015170	-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 2 331	chrZ	12028431	12028781	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 207 382	chrZ	12081285	12081452	-	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 104 1051	chrZ	12165410	12166355	-	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1140 1315	chrZ	12193792	12193982	-	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 468 854	chrZ	12194019	12194394	-	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4317 4493	chrZ	12252672	12252850	+	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 223	chrZ	12267868	12268088	-	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 33 594	chrZ	12311024	12311591	+	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 516	chrZ	12344824	12345309	-	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 245 388	chrZ	12518826	12518961	-	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 40 113	chrZ	12519070	12519140	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 35 673	chrZ	12523188	12523864	+	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 989 1396	chrZ	12525216	12525629	-	414	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 886 1033	chrZ	12530596	12530718	-	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 178 692	chrZ	12530887	12531386	-	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 263 766	chrZ	12582467	12582961	-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 2 1476	chrZ	12672210	12673682	-	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 743 964	chrZ	12673872	12674110	-	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 375	chrZ	12674231	12674604	-	374	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 296 890	chrZ	12751768	12752374	-	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4424 4567	chrZ	12752252	12752391	-	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 245 549	chrZ	12752864	12753217	+	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 1730 2328	chrZ	12755992	12756620	+	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Ld_lycPyr.inc-int 4629 4737	chrZ	12756634	12756673	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Ld_lycPyr.inc-int 3770 4628	chrZ	12757138	12757445	-	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-1_GG-I 4156 4370	chrZ	12758449	12758840	+	392	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 69 964	chrZ	12759679	12760553	-	875	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TguERVL2_I-int 1151 1203	chrZ	13173994	13174055	-	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GGERVL-A-int 4521 5130	chrZ	13375585	13376171	+	587	2	3	2	5	4	0	4	2	0	0	0	6	1	7
TguERVL2_I-int 4517 4614	chrZ	13376327	13376424	+	98	0	0	0	0	1	3	0	0	0	0	0	1	0	8
ERV3-3_StHa-I 4303 4453	chrZ	13396667	13396812	-	146	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERV3-4_ACC-L_droNov_LTR 1 792	chrZ	13608027	13608855	-	829	2	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 295 470	chrZ	13674562	13674736	+	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 4417 4525	chrZ	13753201	13753309	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 3753 3830	chrZ	13753881	13753958	-	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 938 997	chrZ	13753913	13753972	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2263 2711	chrZ	13754964	13755390	-	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 1744 2431	chrZ	13755167	13755823	-	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 222 696	chrZ	13756843	13757315	-	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1_I-int 4486 4532	chrZ	13778249	13778294	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4290 4455	chrZ	13779074	13779234	+	161	0	0	0	1	1	0	0	0	0	0	0	2	1	0
calAnn6-2469.inc 1659 1731	chrZ	13989876	13989945	-	70	1	0	0	0	0	0	0	0	1	0	0	0	1	0
droNovLTRL5_LTR 386 742	chrZ	14155624	14155974	+	351	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR2_LTR 1 278	chrZ	14550780	14551085	-	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-13_PMaj-I 1505 1557	chrZ	14638007	14638062	+	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 638	chrZ	14797238	14797856	+	619	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 10 1046	chrZ	15015539	15016511	-	973	3	13	5	0	3	19	11	4	8	1	0	3	4	5
droNovLTRL5_LTR 669 766	chrZ	15067486	15067575	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 290 503	chrZ	15207240	15207460	-	221	0	0	2	0	0	0	0	0	0	0	0	1	3	0
droNovLTR4.inc 2668 3660	chrZ	15290204	15291194	-	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 540 672	chrZ	15293245	15293371	-	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 346 706	chrZ	15313356	15313706	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 184 394	chrZ	15313704	15313906	-	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 19 103	chrZ	15313953	15314038	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-519.inc 806 1089	chrZ	15373780	15374033	-	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-592.inc 233 616	chrZ	15373949	15374304	-	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 1 375	chrZ	15374030	15374420	-	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 346 677	chrZ	15639210	15639532	-	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 1 788	chrZ	15639534	15640263	-	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 436 677	chrZ	15640263	15640496	-	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 331 714	chrZ	15803245	15803611	-	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 387 648	chrZ	15830310	15830569	+	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 10 768	chrZ	15879761	15880511	+	751	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4295 4456	chrZ	15899142	15899301	-	160	0	0	0	0	0	2	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 915	chrZ	16029660	16030491	-	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 601 713	chrZ	16037393	16037506	-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 519	chrZ	16037533	16038066	-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 729 840	chrZ	16705595	16705703	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 18 382	chrZ	16706220	16706575	-	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 261	chrZ	16708583	16708849	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 15 110	chrZ	16733098	16733137	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 2 1191	chrZ	16783068	16784255	-	1188	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTRL9_LTR 636 720	chrZ	16803519	16803603	-	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 3 531	chrZ	16803654	16804213	-	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corCorLTRK7b 496 546	chrZ	16873087	16873138	-	52	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTR5_LTR 793 840	chrZ	16946930	16946977	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 784	chrZ	16947041	16947791	-	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 8 646	chrZ	16954767	16955401	+	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-1866.inc 552 702	chrZ	17002028	17002177	+	150	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL1_LTR 287 520	chrZ	17091642	17091859	+	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1161 1317	chrZ	17105923	17106067	+	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 24 425	chrZ	17113924	17114304	-	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 19 428	chrZ	17387398	17387822	-	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 685 926	chrZ	17416389	17416630	+	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 6 926	chrZ	17475753	17476608	-	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 103 718	chrZ	17481961	17482580	-	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4287 4395	chrZ	17484969	17485071	+	103	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR5_LTR 9 840	chrZ	17500201	17501038	-	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 163 676	chrZ	17595770	17596263	+	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 465 587	chrZ	17710375	17710494	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1169 1318	chrZ	17726738	17726884	+	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL3_LTR 344 861	chrZ	18018476	18019025	+	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 143	chrZ	18129688	18129828	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 312 516	chrZ	18184185	18184390	-	206	0	0	0	0	1	0	0	0	1	0	0	0	0	0
droNovLTRL5_LTR 191 428	chrZ	19003311	19003534	-	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 370 1046	chrZ	19347024	19347656	-	633	3	0	0	0	0	0	0	3	1	0	0	0	0	0
droNovLTR3_LTR 178 249	chrZ	19347810	19347882	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL6-La_corCor 340 386	chrZ	19801049	19801093	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-116 610 659	chrZ	19829318	19829363	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 1 430	chrZ	20128673	20129042	-	370	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 39 306	chrZ	20174272	20174543	+	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2780 1 757	chrZ	20358295	20358959	-	665	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 795	chrZ	20527187	20527880	-	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 909 1161	chrZ	20647999	20648263	-	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 2 908	chrZ	20648294	20649157	-	864	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TguERV3_I-int 3394 3437	chrZ	20944461	20944504	-	44	0	0	1	0	0	0	0	0	1	0	0	1	0	0
droNovLTR8.inc 4307 4946	chrZ	20974556	20975170	-	615	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TguERV1-Lb_LTR_corCor 144 203	chrZ	21194785	21194848	-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4283 4944	chrZ	21351058	21351720	+	663	0	0	0	0	0	0	0	0	0	0	2	2	0	0
TguERVK5_I-int 2060 2098	chrZ	21392562	21392600	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1137 3087	chrZ	21593849	21595661	+	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptiParLTRK2 81 130	chrZ	21603451	21603503	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 342 481	chrZ	21638364	21638500	-	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-int 2433 2491	chrZ	22132397	22132453	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-12_PMaj-I 531 652	chrZ	22434638	22434756	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 855	chrZ	22580300	22580950	+	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 284 518	chrZ	22874157	22874405	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-5973.inc 3572 3617	chrZ	23189179	23189226	+	48	0	0	0	2	1	0	0	0	0	2	0	0	0	0
droNovLTR3_LTR 12 996	chrZ	23209998	23210992	+	995	0	3	1	4	0	0	0	0	0	0	0	2	0	0
droNovLTRL13b_I 1279 3066	chrZ	23376674	23378490	-	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 1062	chrZ	23378499	23379530	-	1032	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 276 429	chrZ	23379530	23379686	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 88	chrZ	23379686	23379774	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1652 1731	chrZ	23732457	23732534	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 328 396	chrZ	23996600	23996667	+	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1344 1393	chrZ	24238649	24238698	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 999 1197	chrZ	24524307	24524458	+	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1341 1389	chrZ	24746702	24746750	+	49	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK4a_I-int 4588 4634	chrZ	25012993	25013038	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-13_PMaj-I 4170 4240	chrZ	25053306	25053381	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 206	chrZ	25067579	25067784	-	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 356 393	chrZ	25183802	25183839	+	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-12_GG-I 6976 7077	chrZ	25711282	25711376	+	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 549	chrZ	25759506	25760122	+	617	0	0	0	1	0	0	0	0	1	0	0	0	1	0
droNovLTRL10_LTR 499 724	chrZ	25760125	25760352	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 719 885	chrZ	25760456	25760621	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 223 910	chrZ	26900918	26901638	-	721	0	0	0	0	0	0	0	0	0	0	0	0	1	0
calAnn6-2469.inc 1337 1393	chrZ	27186705	27186764	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-1086 4313 4364	chrZ	27842631	27842679	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 469 522	chrZ	27956132	27956188	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 47 515	chrZ	28732739	28733202	-	464	0	0	2	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL1_LTR 304 526	chrZ	29130417	29130655	+	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 186 677	chrZ	29159850	29160331	+	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1_I-int 3736 3770	chrZ	29491882	29491915	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
